Method,Train_Task,Round,Eval_Task,Accuracy
none+tts,0,1,0,25.8
none+tts,0,2,0,25.175
none+tts,0,3,0,57.975
none+tts,0,4,0,25.825
none+tts,0,5,0,25.0
none+tts,0,6,0,37.9
none+tts,0,7,0,27.85
none+tts,0,8,0,44.875
none+tts,0,9,0,57.225
none+tts,0,10,0,36.225
none+tts,0,11,0,48.8
none+tts,0,12,0,55.15
none+tts,0,13,0,64.425
none+tts,0,14,0,25.6
none+tts,0,15,0,56.275
none+tts,0,16,0,59.2
none+tts,0,17,0,54.375
none+tts,0,18,0,61.1
none+tts,0,19,0,60.325
none+tts,0,20,0,61.3
none+tts,0,21,0,56.625
none+tts,0,22,0,32.4
none+tts,0,23,0,53.925
none+tts,0,24,0,29.4
none+tts,0,25,0,61.325
none+tts,0,26,0,58.875
none+tts,0,27,0,61.775
none+tts,0,28,0,64.375
none+tts,0,29,0,64.55
none+tts,0,30,0,53.425
none+tts,0,31,0,65.9
none+tts,0,32,0,65.65
none+tts,0,33,0,66.375
none+tts,0,34,0,65.575
none+tts,0,35,0,49.0
none+tts,0,36,0,65.05
none+tts,0,37,0,66.125
none+tts,0,38,0,66.825
none+tts,0,39,0,66.975
none+tts,0,40,0,61.075
none+tts,0,41,0,67.0
none+tts,0,42,0,68.4
none+tts,0,43,0,68.95
none+tts,0,44,0,68.25
none+tts,0,45,0,68.575
none+tts,0,46,0,68.025
none+tts,0,47,0,63.3
none+tts,0,48,0,69.525
none+tts,0,49,0,68.2
none+tts,0,50,0,70.2
none+tts,1,1,0,0.0
none+tts,1,1,1,50.53333333333333
none+tts,1,2,0,0.0
none+tts,1,2,1,56.9
none+tts,1,3,0,0.0
none+tts,1,3,1,60.46666666666667
none+tts,1,4,0,0.0
none+tts,1,4,1,61.233333333333334
none+tts,1,5,0,0.0
none+tts,1,5,1,63.666666666666664
none+tts,1,6,0,0.0
none+tts,1,6,1,63.96666666666667
none+tts,1,7,0,0.0
none+tts,1,7,1,64.16666666666667
none+tts,1,8,0,0.0
none+tts,1,8,1,64.66666666666667
none+tts,1,9,0,0.0
none+tts,1,9,1,65.63333333333334
none+tts,1,10,0,0.0
none+tts,1,10,1,66.76666666666667
none+tts,1,11,0,0.0
none+tts,1,11,1,68.43333333333334
none+tts,1,12,0,0.0
none+tts,1,12,1,67.1
none+tts,1,13,0,0.0
none+tts,1,13,1,68.96666666666667
none+tts,1,14,0,0.0
none+tts,1,14,1,68.66666666666667
none+tts,1,15,0,0.0
none+tts,1,15,1,69.66666666666667
none+tts,1,16,0,0.0
none+tts,1,16,1,70.0
none+tts,1,17,0,0.0
none+tts,1,17,1,70.36666666666666
none+tts,1,18,0,0.0
none+tts,1,18,1,71.3
none+tts,1,19,0,0.0
none+tts,1,19,1,70.86666666666666
none+tts,1,20,0,0.0
none+tts,1,20,1,71.7
none+tts,1,21,0,0.0
none+tts,1,21,1,72.23333333333333
none+tts,1,22,0,0.0
none+tts,1,22,1,72.9
none+tts,1,23,0,0.0
none+tts,1,23,1,72.73333333333333
none+tts,1,24,0,0.0
none+tts,1,24,1,72.13333333333334
none+tts,1,25,0,0.0
none+tts,1,25,1,73.63333333333334
none+tts,1,26,0,0.0
none+tts,1,26,1,72.86666666666666
none+tts,1,27,0,0.0
none+tts,1,27,1,73.0
none+tts,1,28,0,0.0
none+tts,1,28,1,73.2
none+tts,1,29,0,0.0
none+tts,1,29,1,73.73333333333333
none+tts,1,30,0,0.0
none+tts,1,30,1,74.06666666666666
none+tts,1,31,0,0.0
none+tts,1,31,1,74.2
none+tts,1,32,0,0.0
none+tts,1,32,1,73.33333333333333
none+tts,1,33,0,0.0
none+tts,1,33,1,74.06666666666666
none+tts,1,34,0,0.0
none+tts,1,34,1,73.63333333333334
none+tts,1,35,0,0.0
none+tts,1,35,1,74.46666666666667
none+tts,1,36,0,0.0
none+tts,1,36,1,73.83333333333333
none+tts,1,37,0,0.0
none+tts,1,37,1,73.73333333333333
none+tts,1,38,0,0.0
none+tts,1,38,1,74.56666666666666
none+tts,1,39,0,0.0
none+tts,1,39,1,74.7
none+tts,1,40,0,0.0
none+tts,1,40,1,74.46666666666667
none+tts,1,41,0,0.0
none+tts,1,41,1,74.73333333333333
none+tts,1,42,0,0.0
none+tts,1,42,1,74.76666666666667
none+tts,1,43,0,0.0
none+tts,1,43,1,74.16666666666667
none+tts,1,44,0,0.0
none+tts,1,44,1,74.83333333333333
none+tts,1,45,0,0.0
none+tts,1,45,1,75.23333333333333
none+tts,1,46,0,0.0
none+tts,1,46,1,75.1
none+tts,1,47,0,0.0
none+tts,1,47,1,74.9
none+tts,1,48,0,0.0
