Method,Train_Task,Round,Eval_Task,Accuracy
none_tabular_t5_a1,0,1,0,46.33620689655172
none_tabular_t5_a1,0,2,0,57.866379310344826
none_tabular_t5_a1,0,3,0,66.91810344827586
none_tabular_t5_a1,0,4,0,72.84482758620689
none_tabular_t5_a1,0,5,0,77.58620689655173
none_tabular_t5_a1,0,6,0,82.97413793103448
none_tabular_t5_a1,0,7,0,85.34482758620689
none_tabular_t5_a1,0,8,0,86.63793103448276
none_tabular_t5_a1,0,9,0,88.03879310344827
none_tabular_t5_a1,0,10,0,88.6853448275862
none_tabular_t5_a1,0,11,0,89.97844827586206
none_tabular_t5_a1,0,12,0,90.625
none_tabular_t5_a1,0,13,0,91.37931034482759
none_tabular_t5_a1,0,14,0,91.59482758620689
none_tabular_t5_a1,0,15,0,91.91810344827586
none_tabular_t5_a1,0,16,0,92.13362068965517
none_tabular_t5_a1,0,17,0,92.5646551724138
none_tabular_t5_a1,0,18,0,92.88793103448276
none_tabular_t5_a1,0,19,0,92.67241379310344
none_tabular_t5_a1,0,20,0,92.88793103448276
none_tabular_t5_a1,0,21,0,92.99568965517241
none_tabular_t5_a1,0,22,0,93.53448275862068
none_tabular_t5_a1,0,23,0,93.53448275862068
none_tabular_t5_a1,0,24,0,93.53448275862068
none_tabular_t5_a1,0,25,0,93.31896551724138
none_tabular_t5_a1,0,26,0,93.53448275862068
none_tabular_t5_a1,0,27,0,93.53448275862068
none_tabular_t5_a1,0,28,0,93.64224137931035
none_tabular_t5_a1,0,29,0,93.75
none_tabular_t5_a1,0,30,0,93.75
none_tabular_t5_a1,0,31,0,93.85775862068965
none_tabular_t5_a1,0,32,0,93.85775862068965
none_tabular_t5_a1,0,33,0,94.07327586206897
none_tabular_t5_a1,0,34,0,94.18103448275862
none_tabular_t5_a1,0,35,0,94.18103448275862
none_tabular_t5_a1,0,36,0,94.28879310344827
none_tabular_t5_a1,0,37,0,94.28879310344827
none_tabular_t5_a1,0,38,0,94.39655172413794
