Method,Train_Task,Round,Eval_Task,Accuracy
none_tabular_t5_a0.1,0,1,0,36.314655172413794
none_tabular_t5_a0.1,0,2,0,51.508620689655174
none_tabular_t5_a0.1,0,3,0,57.974137931034484
none_tabular_t5_a0.1,0,4,0,60.560344827586206
none_tabular_t5_a0.1,0,5,0,62.5
none_tabular_t5_a0.1,0,6,0,64.87068965517241
none_tabular_t5_a0.1,0,7,0,66.70258620689656
none_tabular_t5_a0.1,0,8,0,68.85775862068965
none_tabular_t5_a0.1,0,9,0,69.9353448275862
none_tabular_t5_a0.1,0,10,0,71.55172413793103
none_tabular_t5_a0.1,0,11,0,72.73706896551724
none_tabular_t5_a0.1,0,12,0,74.78448275862068
none_tabular_t5_a0.1,0,13,0,75.64655172413794
none_tabular_t5_a0.1,0,14,0,77.04741379310344
none_tabular_t5_a0.1,0,15,0,78.125
none_tabular_t5_a0.1,0,16,0,79.52586206896552
none_tabular_t5_a0.1,0,17,0,79.74137931034483
none_tabular_t5_a0.1,0,18,0,80.49568965517241
none_tabular_t5_a0.1,0,19,0,81.03448275862068
none_tabular_t5_a0.1,0,20,0,81.46551724137932
none_tabular_t5_a0.1,0,21,0,81.78879310344827
none_tabular_t5_a0.1,0,22,0,82.21982758620689
none_tabular_t5_a0.1,0,23,0,82.32758620689656
none_tabular_t5_a0.1,0,24,0,82.54310344827586
none_tabular_t5_a0.1,0,25,0,82.75862068965517
none_tabular_t5_a0.1,0,26,0,82.75862068965517
none_tabular_t5_a0.1,0,27,0,83.40517241379311
none_tabular_t5_a0.1,0,28,0,83.51293103448276
none_tabular_t5_a0.1,0,29,0,83.72844827586206
none_tabular_t5_a0.1,0,30,0,83.62068965517241
none_tabular_t5_a0.1,0,31,0,83.94396551724138
none_tabular_t5_a0.1,0,32,0,83.94396551724138
none_tabular_t5_a0.1,0,33,0,84.05172413793103
none_tabular_t5_a0.1,0,34,0,84.05172413793103
none_tabular_t5_a0.1,0,35,0,83.94396551724138
none_tabular_t5_a0.1,0,36,0,83.94396551724138
none_tabular_t5_a0.1,0,37,0,83.83620689655173
none_tabular_t5_a0.1,0,38,0,84.05172413793103
none_tabular_t5_a0.1,0,39,0,84.26724137931035
none_tabular_t5_a0.1,0,40,0,84.15948275862068
none_tabular_t5_a0.1,0,41,0,84.26724137931035
none_tabular_t5_a0.1,0,42,0,84.26724137931035
none_tabular_t5_a0.1,0,43,0,84.59051724137932
